Movie,vote_average,revenue,,,,,,,,,,,
Toy Story,7.7,373554033,,,,vote_average,revenue,,,,,,
,,,,,5888,104103014.1,-34103014.11,,,,,,
,,,,,5889,80998047.15,-75526671.15,,,,,,
,,,,,5890,37355331.76,-37321710.76,,,,,,
,,,,,5891,73296391.49,-59692938.49,,,,,,
,,,,,5892,88699702.8,-45171068.8,,,,,,
,,,,,5893,19384801.9,-18215198.9,,,,,,
,,,,,5894,101535795.6,-16749881.56,,,,,,
,,,,,5895,91266921.35,-6966921.354,,,,,,
,,,,,5896,86132484.25,-86132481.25,,,,,,
,,,,,5897,78430828.59,-46182587.59,,,,,,
,,,,,5898,98968577.01,-36892436.01,,,,,,
,,,,,5899,19384801.9,-19353492.9,,,,,,
,,,,,5900,101535795.6,-98532911.56,,,,,,
,,,,,5901,75863610.04,-68413929.04,,,,,,
,,,,,5902,65594735.83,-65464194.83,,,,,,
,,,,,5903,78430828.59,-75930397.59,,,,,,
,,,,,5904,60460298.73,-24469211.73,,,,,,
,,,,,5905,73296391.49,-68576696.49,,,,,,
,,,,,5906,73296391.49,-70082275.49,,,,,,
,,,,,5907,109237451.2,-108826336.2,,,,,,
,,,,,5908,88699702.8,-87287775.8,,,,,,
,,,,,5909,45056987.42,-45003901.42,,,,,,
,,,,,5910,55325861.63,-54710045.63,,,,,,
,,,,,5911,29653676.11,-28882359.11,,,,,,
,,,,,5912,88699702.8,-87222700.8,,,,,,
,,,,,5913,98968577.01,-80981796.01,,,,,,
,,,,,5914,70729172.94,-69629172.94,,,,,,
,,,,,5915,47624205.97,-47519698.97,,,,,,
,,,,,5916,88699702.8,-88056145.8,,,,,,
,,,,,5917,57893080.18,-57771619.18,,,,,,
,,,,,5918,78430828.59,-68354038.59,,,,,,
,,,,,5919,93834139.91,-93833978.91,,,,,,
,,,,,5920,63027517.28,-62982086.28,,,,,,
,,,,,5921,68161954.39,-63620154.39,,,,,,
,,,,,5922,63027517.28,-62555147.28,,,,,,
,,,,,5923,50191424.52,-49525379.52,,,,,,
,,,,,5924,101535795.6,151176305.4,,,,,,
,,,,,5925,57893080.18,-57099305.18,,,,,,
,,,,,5926,109237451.2,46522665.78,,,,,,
,,,,,5927,70729172.94,14783127.06,,,,,,
,,,,,5928,80998047.15,-1198167.146,,,,,,
,,,,,5929,106670232.7,-99170232.67,,,,,,
,,,,,5930,47624205.97,-38978048.97,,,,,,
,,,,,5931,19384801.9,33041053.1,,,,,,
,,,,,5932,60460298.73,-59894292.73,,,,,,
,,,,,5933,75863610.04,-71613103.04,,,,,,
,,,,,5934,116939106.9,-113747108.9,,,,,,
,,,,,5935,29653676.11,-29246795.11,,,,,,
,,,,,5936,91266921.35,-90190846.35,,,,,,
,,,,,5937,14250364.8,-13718538.8,,,,,,
,,,,,5938,78430828.59,-3751006.594,,,,,,
,,,,,5939,73296391.49,-35604747.49,,,,,,
,,,,,5940,42489768.87,-30175117.87,,,,,,
,,,,,5941,98968577.01,36031422.99,,,,,,
,,,,,5942,65594735.83,-64585115.83,,,,,,
,,,,,5943,57893080.18,-56264926.18,,,,,,
,,,,,5944,24519239,-24267464,,,,,,
,,,,,5945,106670232.7,-106477832.7,,,,,,
,,,,,5946,50191424.52,-50183390.52,,,,,,
,,,,,5947,60460298.73,251133733.3,,,,,,
,,,,,5948,42489768.87,-39102768.87,,,,,,
,,,,,5949,75863610.04,10114655.96,,,,,,
,,,,,5950,65594735.83,-65001052.83,,,,,,
,,,,,5951,104103014.1,-58392955.11,,,,,,
,,,,,5952,45056987.42,19053740.58,,,,,,
,,,,,5953,42489768.87,-28058515.87,,,,,,
,,,,,5954,75863610.04,-4301966.042,,,,,,
,,,,,5955,80998047.15,403637712.9,,,,,,
,,,,,5956,88699702.8,174891712.2,,,,,,
,,,,,5957,63027517.28,-60393990.28,,,,,,
,,,,,5958,127207981.1,877350462.9,,,,,,
,,,,,5959,60460298.73,-36813346.73,,,,,,
,,,,,5960,80998047.15,-78598047.15,,,,,,
,,,,,5961,96401358.46,25798641.54,,,,,,
,,,,,5962,63027517.28,-55440032.28,,,,,,
,,,,,5963,96401358.46,-87296642.46,,,,,,
,,,,,5964,73296391.49,221941809.5,,,,,,
,,,,,5965,75863610.04,-46407610.04,,,,,,
,,,,,5966,101535795.6,-97235795.56,,,,,,
,,,,,5967,73296391.49,-67084109.49,,,,,,
,,,,,5968,55325861.63,-41681569.63,,,,,,
,,,,,5969,70729172.94,-66970844.94,,,,,,
,,,,,5970,101535795.6,1404713564,,,,,,
,,,,,5971,55325861.63,7556228.373,,,,,,
,,,,,5972,1414272.036,7500608.964,,,,,,
,,,,,5973,-21690694.93,21715694.93,,,,,,
,,,,,5974,70729172.94,-68502172.94,,,,,,
,,,,,5975,106670232.7,270680320.3,,,,,,
,,,,,5976,88699702.8,-37699702.8,,,,,,
,,,,,5977,50191424.52,-48885537.52,,,,,,
,,,,,5978,93834139.91,-93833298.91,,,,,,
,,,,,5979,80998047.15,-80948077.15,,,,,,
,,,,,5980,70729172.94,-67404842.94,,,,,,
,,,,,5981,65594735.83,46216717.17,,,,,,
,,,,,5982,111804669.8,75632148.23,,,,,,
,,,,,5983,55325861.63,-55230861.63,,,,,,
,,,,,5984,68161954.39,-67926692.39,,,,,,
,,,,,5985,91266921.35,-31566921.35,,,,,,
,,,,,5986,91266921.35,-89836266.35,,,,,,
,,,,,5987,73296391.49,-69652800.49,,,,,,
,,,,,5988,101535795.6,-39916022.56,,,,,,
,,,,,5989,78430828.59,-78279298.59,,,,,,
,,,,,5990,-73035065.97,73182607.97,,,,,,
,,,,,5991,73296391.49,135857930.5,,,,,,
,,,,,5992,65594735.83,-65278263.83,,,,,,
,,,,,5993,83565265.7,-83558344.7,,,,,,
,,,,,5994,63027517.28,-63013833.28,,,,,,
,,,,,5995,42489768.87,65107473.13,,,,,,
,,,,,5996,50191424.52,-50082616.52,,,,,,
,,,,,5997,27086457.56,-12086457.56,,,,,,
,,,,,5998,57893080.18,-47893080.18,,,,,,
,,,,,5999,52758643.07,-46087963.07,,,,,,
,,,,,6000,109237451.2,-89258490.22,,,,,,
,,,,,6001,101535795.6,-38522514.56,,,,,,
,,,,,6002,37355331.76,-34915626.76,,,,,,
,,,,,6003,55325861.63,-55279966.63,,,,,,
,,,,,6004,78430828.59,-61769751.59,,,,,,
,,,,,6005,104103014.1,-38439738.11,,,,,,
,,,,,6006,83565265.7,-72729513.7,,,,,,
,,,,,6007,-85871158.73,85897646.73,,,,,,
,,,,,6008,70729172.94,-63641720.94,,,,,,
,,,,,6009,80998047.15,60408976.85,,,,,,
,,,,,6010,60460298.73,-59395844.73,,,,,,
,,,,,6011,75863610.04,-75635474.04,,,,,,
,,,,,6012,63027517.28,-48678988.28,,,,,,
,,,,,6013,80998047.15,-60698047.15,,,,,,
,,,,,6014,57893080.18,-43081080.18,,,,,,
,,,,,6015,50191424.52,-50191192.52,,,,,,
,,,,,6016,68161954.39,402328877.6,,,,,,
,,,,,6017,50191424.52,-32520323.52,,,,,,
,,,,,6018,86132484.25,-56832484.25,,,,,,
,,,,,6019,98968577.01,-97146327.01,,,,,,
,,,,,6020,73296391.49,-56854953.49,,,,,,
,,,,,6021,68161954.39,-52672647.39,,,,,,
,,,,,6022,80998047.15,-76501135.15,,,,,,
,,,,,6023,55325861.63,26641588.37,,,,,,
,,,,,6024,68161954.39,-68131671.39,,,,,,
,,,,,6025,70729172.94,-70723932.94,,,,,,
,,,,,6026,57893080.18,-16567752.18,,,,,,
,,,,,6027,88699702.8,-66540486.8,,,,,,
,,,,,6028,88699702.8,198806491.2,,,,,,
,,,,,6029,-19123476.38,20623476.38,,,,,,
,,,,,6030,86132484.25,-85868849.25,,,,,,
,,,,,6031,65594735.83,-64865692.83,,,,,,
,,,,,6032,101535795.6,-61263660.56,,,,,,
,,,,,6033,45056987.42,-45039515.42,,,,,,
,,,,,6034,47624205.97,-46065369.97,,,,,,
,,,,,6035,39922550.31,123481248.7,,,,,,
,,,,,6036,86132484.25,-70476291.25,,,,,,
,,,,,6037,47624205.97,-47437093.97,,,,,,
,,,,,6038,70729172.94,-66513313.94,,,,,,
,,,,,6039,83565265.7,-83336171.7,,,,,,
,,,,,6040,42489768.87,-35656323.87,,,,,,
,,,,,6041,91266921.35,46974100.65,,,,,,
,,,,,6042,63027517.28,-38390048.28,,,,,,
,,,,,6043,55325861.63,-55319786.63,,,,,,
,,,,,6044,65594735.83,-64120926.83,,,,,,
,,,,,6045,109237451.2,520924438.8,,,,,,
,,,,,6046,75863610.04,-31666926.04,,,,,,
,,,,,6047,86132484.25,-84132484.25,,,,,,
,,,,,6048,88699702.8,-77699702.8,,,,,,
,,,,,6049,96401358.46,-82401358.46,,,,,,
,,,,,6050,91266921.35,-85366921.35,,,,,,
,,,,,6051,91266921.35,144399297.6,,,,,,
,,,,,6052,65594735.83,75201057.17,,,,,,
,,,,,6053,88699702.8,-87299702.8,,,,,,
,,,,,6054,91266921.35,-57807505.35,,,,,,
,,,,,6055,47624205.97,-21374185.97,,,,,,
,,,,,6056,37355331.76,-28427731.76,,,,,,
,,,,,6057,63027517.28,-62915521.28,,,,,,
,,,,,6058,55325861.63,-55293610.63,,,,,,
,,,,,6059,127207981.1,-114115981.1,,,,,,
,,,,,6060,80998047.15,-62948047.15,,,,,,
,,,,,6061,73296391.49,-24032987.49,,,,,,
,,,,,6062,65594735.83,-64573814.83,,,,,,
,,,,,6063,86132484.25,-84830788.25,,,,,,
,,,,,6064,70729172.94,-70477172.94,,,,,,
,,,,,6065,101535795.6,-72894019.56,,,,,,
,,,,,6066,91266921.35,-91196003.35,,,,,,
,,,,,6067,42489768.87,-41271038.87,,,,,,
,,,,,6068,106670232.7,-106602411.7,,,,,,
,,,,,6069,63027517.28,-62879091.28,,,,,,
,,,,,6070,83565265.7,569862995.3,,,,,,
,,,,,6071,57893080.18,185744010.8,,,,,,
,,,,,6072,65594735.83,113652132.2,,,,,,
,,,,,6073,98968577.01,710373755,,,,,,
,,,,,6074,91266921.35,-84766921.35,,,,,,
,,,,,6075,101535795.6,-89535795.56,,,,,,
,,,,,6076,80998047.15,-51642844.15,,,,,,
,,,,,6077,65594735.83,809863201.2,,,,,,
,,,,,6078,45056987.42,28773352.58,,,,,,
,,,,,6079,93834139.91,-52834139.91,,,,,,
,,,,,6080,93834139.91,-87348178.91,,,,,,
,,,,,6081,75863610.04,-45340384.04,,,,,,
,,,,,6082,60460298.73,86476611.27,,,,,,
,,,,,6083,65594735.83,-4046028.834,,,,,,
,,,,,6084,65594735.83,680005318.2,,,,,,
,,,,,6085,39922550.31,-32789468.31,,,,,,
,,,,,6086,39922550.31,349759384.7,,,,,,
,,,,,6087,83565265.7,259906550.3,,,,,,
,,,,,6088,55325861.63,-52525861.63,,,,,,
,,,,,6089,104103014.1,-84443014.11,,,,,,
,,,,,6090,55325861.63,-50916533.63,,,,,,
,,,,,6091,47624205.97,-45324205.97,,,,,,
,,,,,6092,96401358.46,-83671441.46,,,,,,
,,,,,6093,98968577.01,-80838577.01,,,,,,
,,,,,6094,68161954.39,-56161954.39,,,,,,
,,,,,6095,68161954.39,-53161954.39,,,,,,
,,,,,6096,65594735.83,-19198308.83,,,,,,
,,,,,6097,73296391.49,143726196.5,,,,,,
,,,,,6098,60460298.73,-53721157.73,,,,,,
,,,,,6099,60460298.73,-53260259.73,,,,,,
,,,,,6100,78430828.59,1078300133,,,,,,
,,,,,6101,93834139.91,-93834132.91,,,,,,
,,,,,6102,75863610.04,-72063610.04,,,,,,
,,,,,6103,86132484.25,-76132484.25,,,,,,
,,,,,6104,83565265.7,248360881.3,,,,,,
,,,,,6105,75863610.04,22974261.96,,,,,,
,,,,,6106,75863610.04,804810999,,,,,,
,,,,,6107,109237451.2,-88237451.22,,,,,,
,,,,,6108,52758643.07,-30146689.07,,,,,,
,,,,,6109,88699702.8,-54257829.8,,,,,,
,,,,,6110,96401358.46,-5047143.458,,,,,,
,,,,,6111,70729172.94,33655015.06,,,,,,
,,,,,6112,83565265.7,-81622842.7,,,,,,
,,,,,6113,91266921.35,-84255604.35,,,,,,
,,,,,6114,47624205.97,-47481104.97,,,,,,
,,,,,6115,73296391.49,-73134571.49,,,,,,
,,,,,6116,80998047.15,-80995707.15,,,,,,
,,,,,6117,63027517.28,-60798566.28,,,,,,
,,,,,6118,42489768.87,-39389768.87,,,,,,
,,,,,6119,60460298.73,812799895.3,,,,,,
,,,,,6120,80998047.15,-66888034.15,,,,,,
,,,,,6121,73296391.49,-73141690.49,,,,,,
,,,,,6122,9115927.692,-8966590.692,,,,,,
,,,,,6123,52758643.07,-17816455.07,,,,,,
,,,,,6124,78430828.59,-77821304.59,,,,,,
,,,,,6125,70729172.94,-70722752.94,,,,,,
,,,,,6126,93834139.91,-88955897.91,,,,,,
,,,,,6127,75863610.04,-75459535.04,,,,,,
,,,,,6128,73296391.49,49216665.51,,,,,,
,,,,,6129,65594735.83,-65593654.83,,,,,,
,,,,,6130,78430828.59,-61456369.59,,,,,,
,,,,,6131,96401358.46,11743750.54,,,,,,
,,,,,6132,68161954.39,-52456947.39,,,,,,
,,,,,6133,3981490.588,-731490.5877,,,,,,
,,,,,6134,91266921.35,-30084979.35,,,,,,
,,,,,6135,93834139.91,-24422769.91,,,,,,
,,,,,6136,-39661224.8,39662093.8,,,,,,
,,,,,6137,63027517.28,-46421754.28,,,,,,
,,,,,6138,65594735.83,-52658935.83,,,,,,
,,,,,6139,63027517.28,-63016223.28,,,,,,
,,,,,6140,39922550.31,2741859.685,,,,,,
,,,,,6141,104103014.1,487691921.9,,,,,,
,,,,,6142,70729172.94,-70070599.94,,,,,,
,,,,,6143,68161954.39,-39271714.39,,,,,,
,,,,,6144,55325861.63,-54631364.63,,,,,,
,,,,,6145,63027517.28,-56110648.28,,,,,,
,,,,,6146,63027517.28,-56110648.28,,,,,,
,,,,,6147,55325861.63,127692660.4,,,,,,
,,,,,6148,60460298.73,-60251710.73,,,,,,
,,,,,6149,119506325.4,-119256325.4,,,,,,
,,,,,6150,93834139.91,-81834139.91,,,,,,
,,,,,6151,111804669.8,-13804669.77,,,,,,
,,,,,6152,73296391.49,-58222449.49,,,,,,
,,,,,6153,75863610.04,-48472526.04,,,,,,
,,,,,6154,106670232.7,-6670232.665,,,,,,
,,,,,6155,70729172.94,-67281539.94,,,,,,
,,,,,6156,101535795.6,-9825968.562,,,,,,
,,,,,6157,98968577.01,-14942761.01,,,,,,
,,,,,6158,80998047.15,-80960896.15,,,,,,
,,,,,6159,91266921.35,-85607635.35,,,,,,
,,,,,6160,104103014.1,-100481968.1,,,,,,
,,,,,6161,93834139.91,430194539.1,,,,,,
,,,,,6162,32220894.66,-30436131.66,,,,,,
,,,,,6163,47624205.97,28091230.03,,,,,,
,,,,,6164,122073544,-86671785.98,,,,,,
,,,,,6165,78430828.59,-66422186.59,,,,,,
,,,,,6166,75863610.04,-35439665.04,,,,,,
,,,,,6167,70729172.94,-70285210.94,,,,,,
,,,,,6168,83565265.7,-83522935.7,,,,,,
,,,,,6169,39922550.31,14896750.69,,,,,,
,,,,,6170,91266921.35,208951096.6,,,,,,
,,,,,6171,65594735.83,-58752677.83,,,,,,
,,,,,6172,73296391.49,-38441401.49,,,,,,
,,,,,6173,55325861.63,-2443843.627,,,,,,
,,,,,6174,68161954.39,-41022430.39,,,,,,
,,,,,6175,70729172.94,-55389172.94,,,,,,
,,,,,6176,111804669.8,89830321.23,,,,,,
,,,,,6177,63027517.28,-62892965.28,,,,,,
,,,,,6178,55325861.63,-37825861.63,,,,,,
,,,,,6179,91266921.35,-90564567.35,,,,,,
,,,,,6180,57893080.18,-57855795.18,,,,,,
,,,,,6181,78430828.59,22703230.41,,,,,,
,,,,,6182,93834139.91,-88955897.91,,,,,,
,,,,,6183,3981490.588,-3462286.588,,,,,,
,,,,,6184,45056987.42,2174082.581,,,,,,
,,,,,6185,57893080.18,-23665782.18,,,,,,
,,,,,6186,93834139.91,-92988951.91,,,,,,
,,,,,6187,91266921.35,-90966921.35,,,,,,
,,,,,6188,42489768.87,-36489768.87,,,,,,
,,,,,6189,83565265.7,-77077121.7,,,,,,
,,,,,6190,32220894.66,-31603956.66,,,,,,
,,,,,6191,70729172.94,-69069630.94,,,,,,
,,,,,6192,93834139.91,-6429488.906,,,,,,
,,,,,6193,93834139.91,-6429488.906,,,,,,
,,,,,6194,65594735.83,-63510107.83,,,,,,
,,,,,6195,73296391.49,-58435625.49,,,,,,
,,,,,6196,96401358.46,-80398938.46,,,,,,
,,,,,6197,65594735.83,-65553977.83,,,,,,
,,,,,6198,101535795.6,-97235795.56,,,,,,
,,,,,6199,50191424.52,-26031490.52,,,,,,
,,,,,6200,60460298.73,-59610039.73,,,,,,
,,,,,6201,104103014.1,-90103014.11,,,,,,
,,,,,6202,75863610.04,-64741520.04,,,,,,
,,,,,6203,91266921.35,-23476804.35,,,,,,
,,,,,6204,73296391.49,-57794279.49,,,,,,
,,,,,6205,122073544,-110073544,,,,,,
,,,,,6206,104103014.1,-39911491.11,,,,,,
,,,,,6207,52758643.07,-52177632.07,,,,,,
,,,,,6208,78430828.59,-77936322.59,,,,,,
,,,,,6209,86132484.25,-82912113.25,,,,,,
,,,,,6210,109237451.2,-100159751.2,,,,,,
,,,,,6211,68161954.39,-26774267.39,,,,,,
,,,,,6212,57893080.18,-55250181.18,,,,,,
,,,,,6213,104103014.1,-101768786.1,,,,,,
,,,,,6214,73296391.49,-49733675.49,,,,,,
,,,,,6215,106670232.7,-105401837.7,,,,,,
,,,,,6216,50191424.52,22438245.48,,,,,,
,,,,,6217,75863610.04,272976706,,,,,,
,,,,,6218,50191424.52,-9266442.523,,,,,,
,,,,,6219,39922550.31,-33580866.31,,,,,,
,,,,,6220,57893080.18,-57864799.18,,,,,,
,,,,,6221,83565265.7,-58332976.7,,,,,,
,,,,,6222,93834139.91,478165860.1,,,,,,
,,,,,6223,75863610.04,-75409094.04,,,,,,
,,,,,6224,42489768.87,-42488091.87,,,,,,
,,,,,6225,78430828.59,-5085799.594,,,,,,
,,,,,6226,83565265.7,-81586673.7,,,,,,
,,,,,6227,65594735.83,-56467352.83,,,,,,
,,,,,6228,63027517.28,-56025256.28,,,,,,
,,,,,6229,75863610.04,-26835610.04,,,,,,
,,,,,6230,60460298.73,111044482.3,,,,,,
,,,,,6231,50191424.52,-49844952.52,,,,,,
,,,,,6232,70729172.94,-18333176.94,,,,,,
,,,,,6233,57893080.18,-57726305.18,,,,,,
,,,,,6234,75863610.04,583809.9579,,,,,,
,,,,,6235,114371888.3,-26025415.32,,,,,,
,,,,,6236,86132484.25,-80553965.25,,,,,,
,,,,,6237,73296391.49,-58962601.49,,,,,,
,,,,,6238,75863610.04,-39256867.04,,,,,,
,,,,,6239,45056987.42,-42896689.42,,,,,,
,,,,,6240,83565265.7,-79265265.7,,,,,,
,,,,,6241,47624205.97,20294452.03,,,,,,
,,,,,6242,68161954.39,-45119754.39,,,,,,
,,,,,6243,45056987.42,-44888807.42,,,,,,
,,,,,6244,106670232.7,-92670232.67,,,,,,
,,,,,6245,86132484.25,387094473.8,,,,,,
,,,,,6246,70729172.94,-67878909.94,,,,,,
,,,,,6247,83565265.7,-57150607.7,,,,,,
,,,,,6248,70729172.94,-70229172.94,,,,,,
,,,,,6249,93834139.91,-88326743.91,,,,,,
,,,,,6250,73296391.49,-73291760.49,,,,,,
,,,,,6251,88699702.8,-88451310.8,,,,,,
,,,,,6252,60460298.73,-59224204.73,,,,,,
,,,,,6253,96401358.46,-96035836.46,,,,,,
,,,,,6254,98968577.01,66509770.99,,,,,,
,,,,,6255,-52497317.56,53597317.56,,,,,,
,,,,,6256,68161954.39,-66179449.39,,,,,,
,,,,,6257,75863610.04,-74933261.04,,,,,,
,,,,,6258,88699702.8,-87543702.8,,,,,,
,,,,,6259,75863610.04,-66692321.04,,,,,,
,,,,,6260,37355331.76,-37338987.76,,,,,,
,,,,,6261,60460298.73,3187357.27,,,,,,
,,,,,6262,101535795.6,-41535795.56,,,,,,
,,,,,6263,52758643.07,-15765475.07,,,,,,
,,,,,6264,75863610.04,-58344441.04,,,,,,
,,,,,6265,65594735.83,-47494546.83,,,,,,
,,,,,6266,19384801.9,33041053.1,,,,,,
,,,,,6267,47624205.97,-41785041.97,,,,,,
,,,,,6268,109237451.2,-109210819.2,,,,,,
,,,,,6269,52758643.07,-52708976.07,,,,,,
,,,,,6270,42489768.87,-42469788.87,,,,,,
,,,,,6271,39922550.31,-1129267.315,,,,,,
,,,,,6272,93834139.91,-65576079.91,,,,,,
,,,,,6273,91266921.35,-70500305.35,,,,,,
,,,,,6274,83565265.7,-50551460.7,,,,,,
,,,,,6275,73296391.49,84866396.51,,,,,,
,,,,,6276,57893080.18,2380092.821,,,,,,
,,,,,6277,47624205.97,-44603541.97,,,,,,
,,,,,6278,6548709.14,-6210897.14,,,,,,
,,,,,6279,60460298.73,-60389340.73,,,,,,
,,,,,6280,55325861.63,-54242579.63,,,,,,
,,,,,6281,65594735.83,-65461403.83,,,,,,
,,,,,6282,106670232.7,-106565135.7,,,,,,
,,,,,6283,80998047.15,-77448047.15,,,,,,
,,,,,6284,34788113.21,-34757458.21,,,,,,
,,,,,6285,42489768.87,35606784.13,,,,,,
,,,,,6286,52758643.07,-50424959.07,,,,,,
,,,,,6287,68161954.39,-43259231.39,,,,,,
,,,,,6288,-11421820.72,21421820.72,,,,,,
,,,,,6289,88699702.8,-88082702.8,,,,,,
,,,,,6290,55325861.63,-55325597.63,,,,,,
,,,,,6291,91266921.35,-72926921.35,,,,,,
,,,,,6292,124640762.5,-121146692.5,,,,,,
,,,,,6293,57893080.18,-50209813.18,,,,,,
,,,,,6294,68161954.39,-68161283.39,,,,,,
,,,,,6295,78430828.59,-77933505.59,,,,,,
,,,,,6296,-13989039.28,14989039.28,,,,,,
,,,,,6297,93834139.91,-83822117.91,,,,,,
,,,,,6298,57893080.18,-18571365.18,,,,,,
,,,,,6299,80998047.15,165235065.9,,,,,,
,,,,,6300,-85871158.73,85871161.73,,,,,,
,,,,,6301,119506325.4,-118986325.4,,,,,,
,,,,,6302,83565265.7,-72565265.7,,,,,,
,,,,,6303,70729172.94,-56161289.94,,,,,,
,,,,,6304,70729172.94,-70105381.94,,,,,,
,,,,,6305,101535795.6,72031785.44,,,,,,
,,,,,6306,63027517.28,-63027502.28,,,,,,
,,,,,6307,73296391.49,-50709528.49,,,,,,
,,,,,6308,63027517.28,-63002517.28,,,,,,
,,,,,6309,86132484.25,-85970695.25,,,,,,
,,,,,6310,52758643.07,-10331731.07,,,,,,
,,,,,6311,104103014.1,481071207.9,,,,,,
,,,,,6312,65594735.83,-65451138.83,,,,,,
,,,,,6313,119506325.4,-88006325.43,,,,,,
,,,,,6314,91266921.35,-7734963.354,,,,,,
,,,,,6315,52758643.07,-47428643.07,,,,,,
,,,,,6316,80998047.15,68523447.85,,,,,,
,,,,,6317,91266921.35,-90564567.35,,,,,,
,,,,,6318,88699702.8,-56800702.8,,,,,,
,,,,,6319,57893080.18,52013291.82,,,,,,
,,,,,6320,93834139.91,-84806539.91,,,,,,
,,,,,6321,101535795.6,-73075093.56,,,,,,
,,,,,6322,88699702.8,34684425.2,,,,,,
,,,,,6323,80998047.15,-78456493.15,,,,,,
,,,,,6324,57893080.18,-57893079.18,,,,,,
,,,,,6325,86132484.25,452850722.8,,,,,,
,,,,,6326,101535795.6,31810710.44,,,,,,
,,,,,6327,93834139.91,430194539.1,,,,,,
,,,,,6328,98968577.01,4943091.99,,,,,,
,,,,,6329,98968577.01,-92968577.01,,,,,,
,,,,,6330,-85871158.73,86367019.73,,,,,,
,,,,,6331,34788113.21,21180886.79,,,,,,
,,,,,6332,65594735.83,46748777.17,,,,,,
,,,,,6333,68161954.39,-54100593.39,,,,,,
,,,,,6334,24519239,-3354440.003,,,,,,
,,,,,6335,98968577.01,-69715599.01,,,,,,
,,,,,6336,63027517.28,179758619.7,,,,,,
,,,,,6337,86132484.25,435038340.8,,,,,,
,,,,,6338,55325861.63,-52525861.63,,,,,,
,,,,,6339,80998047.15,-80857268.15,,,,,,
,,,,,6340,98968577.01,-42968577.01,,,,,,
,,,,,6341,75863610.04,-68392306.04,,,,,,
,,,,,6342,55325861.63,-38951533.63,,,,,,
,,,,,6343,65594735.83,-65556474.83,,,,,,
,,,,,6344,88699702.8,174891712.2,,,,,,
,,,,,6345,88699702.8,174891712.2,,,,,,
,,,,,6346,80998047.15,133106572.9,,,,,,
,,,,,6347,80998047.15,133106572.9,,,,,,
,,,,,6348,78430828.59,-59648428.59,,,,,,
,,,,,6349,55325861.63,307311611.4,,,,,,
,,,,,6350,52758643.07,-51361359.07,,,,,,
,,,,,6351,75863610.04,-14863610.04,,,,,,
,,,,,6352,88699702.8,-74305605.8,,,,,,
,,,,,6353,42489768.87,-42332000.87,,,,,,
,,,,,6354,86132484.25,-76932484.25,,,,,,
,,,,,6355,78430828.59,-22936762.59,,,,,,
,,,,,6356,45056987.42,-43230282.42,,,,,,
,,,,,6357,63027517.28,-61900992.28,,,,,,
,,,,,6358,93834139.91,43752923.09,,,,,,
,,,,,6359,80998047.15,-80704254.15,,,,,,
,,,,,6360,29653676.11,-18070785.11,,,,,,
,,,,,6361,19384801.9,-2322302.899,,,,,,
,,,,,6362,70729172.94,54098143.06,,,,,,
,,,,,6363,60460298.73,-57108563.73,,,,,,
,,,,,6364,55325861.63,-54088246.63,,,,,,
,,,,,6365,78430828.59,179839179.4,,,,,,
,,,,,6366,98968577.01,-52816166.01,,,,,,
,,,,,6367,101535795.6,-69535795.56,,,,,,
,,,,,6368,101535795.6,-89535795.56,,,,,,
,,,,,6369,52758643.07,-47915944.07,,,,,,
,,,,,6370,60460298.73,-14390730.73,,,,,,
,,,,,6371,96401358.46,-96384453.46,,,,,,
,,,,,6372,101535795.6,-98373642.56,,,,,,
,,,,,6373,47624205.97,-33291738.97,,,,,,
,,,,,6374,60460298.73,33612729.27,,,,,,
,,,,,6375,111804669.8,-111759974.8,,,,,,
,,,,,6376,75863610.04,-23764520.04,,,,,,
,,,,,6377,75863610.04,-62563610.04,,,,,,
,,,,,6378,78430828.59,22703230.41,,,,,,
,,,,,6379,78430828.59,-67430828.59,,,,,,
,,,,,6380,96401358.46,-94914366.46,,,,,,
,,,,,6381,70729172.94,-64829172.94,,,,,,
,,,,,6382,73296391.49,-71036947.49,,,,,,
,,,,,6383,109237451.2,98707623.78,,,,,,
,,,,,6384,86132484.25,-82672018.25,,,,,,
,,,,,6385,57893080.18,-45253783.18,,,,,,
,,,,,6386,47624205.97,103056658,,,,,,
,,,,,6387,88699702.8,19586718.2,,,,,,
,,,,,6388,63027517.28,142726929.7,,,,,,
,,,,,6389,111804669.8,911979525.2,,,,,,
,,,,,6390,68161954.39,-45078620.39,,,,,,
,,,,,6391,78430828.59,-71940427.59,,,,,,
,,,,,6392,60460298.73,-35277369.73,,,,,,
,,,,,6393,39922550.31,-39783637.31,,,,,,
,,,,,6394,50191424.52,-50167290.52,,,,,,
,,,,,6395,29653676.11,-28534308.11,,,,,,
,,,,,6396,55325861.63,-24772467.63,,,,,,
,,,,,6397,70729172.94,-70727540.94,,,,,,
,,,,,6398,29653676.11,-18653676.11,,,,,,
,,,,,6399,55325861.63,-50916533.63,,,,,,
,,,,,6400,50191424.52,-49835462.52,,,,,,
,,,,,6401,-85871158.73,85871298.73,,,,,,
,,,,,6402,122073544,-86671785.98,,,,,,
,,,,,6403,75863610.04,-70963610.04,,,,,,
,,,,,6404,86132484.25,-75032484.25,,,,,,
,,,,,6405,80998047.15,-71398047.15,,,,,,
,,,,,6406,78430828.59,-58430828.59,,,,,,
,,,,,6407,29653676.11,-21653676.11,,,,,,
,,,,,6408,3981490.588,-1221490.588,,,,,,
